"hour_ist","epc","shutheight","hourly_count"
"2026-02-26 08:00:00","e00000000000000000000002","424.68",17
"2026-02-26 09:00:00","e00000000000000000000002","424.68",531
"2026-02-26 10:00:00","e00000000000000000000002","424.68",77
"2026-02-26 11:00:00","e00000000000000000000002","424.68",20
"2026-02-26 12:00:00","e00000000000000000000002","424.68",171
"2026-02-26 13:00:00","e00000000000000000000002","424.68",495
"2026-02-26 14:00:00","e00000000000000000000002","424.68",665
"2026-02-26 15:00:00","e00000000000000000000002","424.68",351
"2026-02-26 16:00:00","e00000000000000000000002","424.68",144
"2026-02-26 17:00:00","e00000000000000000000002","424.68",464
"2026-02-26 18:00:00","e00000000000000000000002","424.68",163
"2026-02-26 19:00:00","e00000000000000000000002","424.68",277
"2026-02-26 22:00:00","e00000000000000000000002","424.68",68
