"hour_ist","epc","shutheight","hourly_count"
"2026-02-26 09:00:00","e00000000000000000000002","0.00",3
"2026-02-26 09:00:00","e00000000000000000000002","332.13",576
"2026-02-26 10:00:00","e00000000000000000000002","0.00",4
"2026-02-26 10:00:00","e00000000000000000000002","332.13",504
"2026-02-26 11:00:00","e00000000000000000000002","332.13",332
"2026-02-26 13:00:00","e00000000000000000000002","0.00",4
"2026-02-26 13:00:00","e00000000000000000000002","332.13",551
"2026-02-26 14:00:00","e00000000000000000000002","0.00",3
"2026-02-26 14:00:00","e00000000000000000000002","332.13",428
"2026-02-26 15:00:00","e00000000000000000000002","0.00",6
"2026-02-26 15:00:00","e00000000000000000000002","332.13",551
"2026-02-26 16:00:00","e00000000000000000000002","0.00",2
"2026-02-26 16:00:00","e00000000000000000000002","332.13",253
"2026-02-26 17:00:00","e00000000000000000000002","0.00",3
"2026-02-26 17:00:00","e00000000000000000000002","332.13",459
"2026-02-26 19:00:00","e00000000000000000000002","332.13",133
"2026-02-26 22:00:00","e00000000000000000000002","0.00",1
"2026-02-26 22:00:00","e00000000000000000000002","332.13",354
